,X,target
31662,@linrose I am glad that you have more shows ahead though. ,4
31663,@daaku   right now i am working on a memory leak ...,4
31664,"Jonas Brothers - Lines, Vines and Trying Times, hope it'll work this time ",4
31665,Is in bed early 4 once ,4
31666,"@worstwife Actually noone threw scissors at them, someone threw something and he looked down and saw a pair the roadies had left there ",4
31667,"@bridgetDginley i'll hook you up, no worries. ",4
31668,i laaav noah and the whale. so so much ,4
31669,@kalyasya Unfortunately I'm only moving to London! LA is still a dream for now... Unless someone from USA will marry me haha ,4
31670,good morning twitterland! just waking up and am making plans for the day ,4
31671,hi everyone ,4
31672,"sitting outside, enjoying the sunshine, reading 'gods in alabama' and eating a roundtrees icelolly...this is the life hahaha ",4
31673,@gandhineha u wc  was thinking for good topic and finally.... ,4
31674,@ChinkyGALORE ahhhh shaddaaaaap. ,4
31675,@miss_ellen Good morning!!!!   Congrats!    send me a note... jill@q985fm.com,4
31676,"@NinaBrown I remember his name now.. LOL!  Matt Damon, and she was actually a bartender.. ",4
31677,&quot;Already Gone&quot; - Kelly Clarkson  very beautiful  :'),4
31678,@jnswanson how many people make a &quot;small&quot; tweetup? Is there a guideline? ,4
31679,Yay Top Gear!!!! ,4
31680,@Ninja_Catfish my canalphones went through the wash  but they still work perfectly  and now they're clean woot,4
31681,@Deltalynn man... you're inspired aren't you! it's the hair!!!! ,4
31682,feeling good one of the women at work put my wombat pic (Flickr : More Wombat Cuteness http://bit.ly/mkTmX) as her desktop)  FTW ,4
31683,Did my workout even though I did NOT feel like it. Those days should be worth double calorie burn ,4
31684,Is now a happy girl from reading the spoiler ,4
31685,says yellow  http://plurk.com/p/11cr3c,4
31686,Making A Video Today ,4
31687,I feel like this is decadent music  â« http://blip.fm/~8bc0g,4
31688,@TeresaMedeiros I adore authors that help other authors. ,4
31689,"Biology going pretty well btw, can concentrate! ",4
31690,harry potter and the half-blood prince!!! Chapter 6 ,4
31691,Working...Oh I wish I was an educator so I can have summers off ,4
31692,Has just downloaded a better twitter app ,4
31693,"mmm, off to get some great chinese food downstairs. The perke of living in Hong Kong now ",4
31694,@rin_ho : LÃ m quen vá»i ss nhÃ©  ss cÅ©ng lÃ  fan cp háº£ ^^,4
31695,"@Mark_Kleis move to Michigan, you get to use the automatic wipers every other day!  #fiestamovement: @Mark_Kle.. http://tinyurl.com/nyd4fq",4
31696,@dickyadams Sounds great to me. Wish you could help me visualize clean graphs for my data. I am terrified to even look at it at present. ,4
31697,Still stressed out.. Wanna rest.. ,4
31698,@nevitsky wow!!! good for you!! ,4
31699,@pinkelephantpun You sound like The Count... Four!  Four near misses! Ah! Ah! Ahhhhh!  Glad you got to work safely.  ,4
31700,@ShashiTharoor u conjure up funny images sire ,4
31701,chopin valse op. 69 no 2 ,4
31702,I Feel Mighty Fine !! ,4
31703,@Kayyyxx3 i wont be carrying you... u will have to have crutches or a wheel chair so ha! and wen i do it ill run a mile  so i cant help ,4
31704,"@illutic asymetrical  and it;s fab, I love it",4
31705,"TAYG was yet again, fab - @joshthomas87's hair looks see through  Haha but still cool ; )",4
31706,"However, my rain gear are thorough, silver boots, elephant umbrella, and green water proof bag. Enjoy rainy day! ",4
31707,@krissi55 Haha!   Thank you.  ,4
31708,Morning twitfam! On the way to LGA airport for my flight home. NYC was fun!  but I'm sleepy!!,4
31709,"@KerryInHolland awesome, best of luck! ",4
31710,@garyvee The plan today is photography blogging/research/study =  &amp; also to work on a plan to smooth over some of life's rough edges = :/,4
31711,On my way back from the office; listening to Richard Durand's latest album. Love it!! ,4
31712,Off to work after what seems like forever.. even so my working days at Zara are close to an end.. Italy here we come.!!!!! ,4
31713,@trini_bop12 ahahah. &quot;positive communication.&quot; i love how we looked at bethany when he said that... ,4
31714,@ek20385 I'll send mp3s of the rest and find an album to bring over ,4
31715,"icq -&gt; i seek you  logisch, oder?",4
31716,@funkeehtown at least you get called for interviews. ,4
31717,"@Kazcita Thanks, and sorry - correct tag is #iranelection ",4
31718,"@ruhanirabin Hello you!! I'm gr8! Thank you for the tweet, as always. You are such a tweetie-pie to me. ",4
31719,@mnystedt well they *did* make you sign an NDA...maybe it's like a top top secret thing ,4
31720,Just Cooked Myself some Pasta For Lunch! ,4
31721,is helping out at VBS! ,4
31722,Watch out for the next fastest broadband tvc nyahaha! &quot;It all so fast&quot; ,4
31723,@la_loquita well send some over then ,4
31724,"@katebp Wow, thanks, you're right ",4
31725,Yes I am the crazy girl who gets up at 830 to lay out ,4
31726,@JurrBurr if you stop by for a sec I'll grant you perma ops  on BlogTV,4
31727,@ValetoMars talk to you soon! ,4
31728,"@thOFFICIALtrish ay nku bunso,sumasakit ulo ko dyan sa damuho mung bf..anu ba un?nkow,pasaway na un...tom q sasagutin ung comments ",4
31729,@beckodotcom On which level though - that's the question?     ,4
31730,Cleaning my place ,4
31731,Wow ice cream at 7 in the morning? haha. Oh yeeaah. ,4
31732,If you want success in your life you really need to stay focus on your goal and most importantly keep motivating yourself ,4
31733,@iusebiro I'll tell you tomorrow! ,4
31734,"i'm loving Regina Spektor's new album Far, not like i'm surprised.. I always love her music ",4
31735,almost 300 followers  and 370 updates  maybe i could get 400 updates by the time i have to get off when my mom gets home...,4
31736,Tx u 4 all your wonderful thoughts &amp; kind words on this blessed day.   Feeling generous? http://www.raceforlifesponsorme.org/hannahunter,4
31737,"@brendo_91 sorry, Ryan Adams song ",4
31738,@OfficialAkaye i will wen myspace decides to work  thanks ,4
31739,@huronlow @DarenYeow @visualmadness Awesome video you guys  I really like how the blue colour really stood out ,4
31740,"@dave1022 Yeah but oh well...That was then, this is now... ",4
31741,"@ScottishLyon We're strange, at that.  How have you been?",4
31742,@johnco Luddites = people who don't overpay for computers?  ,4
31743,@TheFirstSight hey! ,4
31744,@irwinfelddesign OH NO so sorry to hear your stomach is not well...tea with a little lemon &amp; honey helps me ,4
31745,@KosMoney my day started with &quot;Ship of Fools&quot; - GD way to start the day ,4
31746,@julianna12369 LOL thanks for sharing sweetie ,4
31747,Sipping on my Hot Chocolate and Talking on MSN ^^ Thinking of Mahlet &lt;3 And Trying to find a private server to play WoW On with Jordan ,4
31748,@Tonysuniverse Glad to hear u r enjoying ur self... Lakers BABY!!!!! no one can see L.A. Thought they knew... ,4
31749,@Fayanora Those are awesome.  ,4
31750,"I'm so excited for when my employers move next week, then I get coffee from Starbucks instead of Tim Hortons.  but w/e, I have a bagel!",4
31751,"Back home, had a literature test, went alright  Finished my essay about Prague. Looked okay, so yeah, maybe I'll get a proper grade for it",4
31752,"love all but trust a few, uhm thats it! ... eating the best thing ever : MILCHREIS  yummi. haha now i got it, sorry!",4
31753,@susanstewart1 wait! Are u gonna see Oasis??! I love them! I saw once when they came to Moscow! ,4
31754,Craigslist haad a few new listings - One of which was offering $6 an hour - And here I thought minimum wage was higher than that ,4
31755,I'm up.  That was the longest nap ever. ,4
31756,@NickkkJonasss hey!  what's up? Will you guys come to germany on your tour? and i LOVE your 'thinking of you' cover!!! ,4
31757,We had a great weekend playing for IMAF! Now time to return to the studio for some recording ,4
31758,@Dish1528 That isnt a good way to start your day..lol  That means the rest of the week will be bank! ,4
31759,"@robertgould Well, look at you! ",4
31760,@inmorgon: HIRO and Lloyd - check follower requests for tpimorgon and accept me please ,4
31761,gunna watch some tv now then off to bed! xo ,4
31762,@Jadedmind I feel your pain. ,4
31763,@haveboard You also share your bday with the 75th anniversary of the request to build the VW Beetle. ,4
31764,meeting with the PR comm. they're pretty self sufficient ,4
31765,Playing with the R stats package... we've got some cool stuff planned ,4
31766,@katiekatetweets How's u? Thanks for *hug* Starting to feel wee bit better now thanx. Maybe we can meet for coffee some time next week? ,4
31767,@pinkmartinipink where did you get it? it's out in Singapore already!? ,4
31768,@SandiMon are you asleep yet? are you well yet?     it sucks you're sick - going to work tomorrow?,4
31769,@Pheeby yay I am glad you got it ,4
31770,i prefer seafood ,4
31771,@Quilt_nut Yay for a day off! Have fun at VQF--I'm so jealous! ,4
31772,sooo im having the greatest day/week. its terrific. steph says im growing up. its the truth. ,4
31773,"@pb9441 I see that we may very well be neighbors  thx, have a great day as well!",4
31774,shit tired of working on graffle. its a great s/w to work but after all true love is photoshop... ,4
31775,"@adamthemiller If you haven't already, try smugmug   http://bit.ly/jIlyf",4
31776,#SocioMat I think it's really tough for me to attend and twitter JK at the same time ,4
31777,"@adamski1974 The strawberry novelty has worn off for me, there's only so many one can eat!!  If I dip them in chocolate however.... ",4
31778,@problogger did you have video ,4
31779,enjoying life &amp; love &amp; everything ... ,4
31780,"@jacqcasaje  whoa! it's already 8:30, dude! This is so not you! That's okay, was still able to swim.  ",4
31781,Perfect! Can't wait to have to cover my coke stains up all day  what a great start.,4
31782,"@hxcfairy lamo, Thank you!!  ",4
31783,Woke up excited!!jammed to my India  Arie on my way to work.. ,4
31784,"@belle_lulu http://twitpic.com/7jdhw - permament state of being for you, so I've been told ",4
31785,@RonTaylorNL Hey Ron - mentioned how they learned would be good - it seems they went to expert at light speed ,4
31786,@Gh0sTiE5 @darrenkerwin plus there is no delivery ,4
31787,Otascotia live event on Last.FM  http://www.last.fm/event/1109339,4
31788,#haveyouever   I love that song by S-Club...'Have You Ever'. ,4
31789,now i'm gonna spam tumblr with carbia heine/h2o pics haha ,4
31790,@fountain1987 come on Chris some pictures would be good ,4
31791,"@gavinelliott Dude It's leeds, blatently driving and I'll have to drive because you don't have a car..... lol ",4
31792,"Jonas Brothers! Lines, Vines, And Trying Time! Woooo, party!!! ",4
31793,After bath.. Yoohoo.. my body so fresh! Now is time for dinner ,4
31794,"@tipadaknife  too much for me, I barely have time to devote to EQ2 and W101, lately!",4
31795,"@AngelEyezL Ouch. Snark, much? ",4
31796,"@scott_welch Have a nice day. Seriously, two flat tires on the same car. Probably a disgruntled church member ",4
31797,lol WOW. I havent been on in 20 days/ LORDY. Just bein bored ,4
31798,@faiznurdavid k la. then we're on our own. ,4
31799,"Woo, APC are opening a store in London  !",4
31800,@bronbrown you are welcome. ,4
31801,"@marshhmalou teh, kausapin ka nila mommy.  answer please. ",4
31802,@PollyRodgers Yep i'm back and just voted on the TCA 2009 ,4
31803,@twiggyandemma I've listened to all 28 episodes in 7 days now - the Mind Dump is surprisingly addictive! Looking forward to the next one ,4
31804,@ceetee thx for the link as well as the site. will be very helpful in the future. ,4
31805,yes.. finally im done  haha bad3p n yan aHh 1st day plang nosebleed n..haha,4
31806,is drinking an ice tea mojito (limited edition) ,4
31807,@youniece yummmm... can't wait for thursday though! ,4
31808,French test was funny.  And I have a B- in German! C'mon what's going on? o.O I'm so positively shocked because it's the second time he,4
31809,@jwoon888 Yeah ,4
31810,@dwaynehale  I do believe autozone is ,4
31811,Good morning  im trying to figure out wat to do for my next video...i might do a utube impression vid,4
31812,@Gailporter Good afternoon Gail  How's life treating you? xx,4
31813,@saurabhg Do have a look @ http://www.weboword.com to improve your vocab! We hope you like it.  (via @weboword) - definitely rad. Thanks!,4
31814,@lillugi Thanks dear  I was searching for think link! I knew it was a hoax but I wanted that link to confirm it  Merci!!,4
31815,one more day! fabulicious ,4
31816,last full day of school!! ,4
31817,Done eating. Full enough  @arneybundchen whats yer fckng idea?,4
31818,@PangeforPrez Ditto. That's why I gonna stay in my Robble.  BTW I just sent u a DM. It might make u happy.,4
31819,@princsstrish Beyond pumped!!!!!!!!!   best week ever- going to the red sox tonight and nkotb friday ,4
31820,Good morning. Just got to school! Gotta study for my quiz ,4
31821,@Saudi wow you really have to much time on your hand to twitter youtube ,4
31822,@Susanne81 Hello Beautiful - thank you! You are such a sweetie! How are you today? ,4
31823,math in the labbbb ,4
31824,@ironbellgym my pleasure  #IranElection,4
31825,i dont tweet much so now i shall overly tweet  it takes so long though,4
31826,"@matthewdlyons Maybe it isn't so much the bus, but the nearly 3/4 mi hike (uphill) to it that bums me out. But it was good reading time. ",4
31827,good evening guys.  tomorrow will be the real start of my college life. ,4
31828,Giving a presentation may be tough...but presenting with less idea is really very tough. i experienced it now only ,4
31829,"zomgg me, ash, and sarah are up wayyy to early D: Fol(fuck our lives) concert laterrr ",4
31830,i love you!!!! ,4
31831,He may be an attention whore but at least he's funny (and hot  http://bit.ly/2S3xlc,4
31832,Eating chocolate pudding. It's still warm &gt;&gt; YUMMY  Mom knows what makes me happy ^^,4
31833,@CourtneyCummz influening people is power! ,4
31834,Rain and thunderstorms again.  Oh well.....maybe I will get something done today ,4
31835,sorry i been away ive been at download festival it was amazing  at the mo im painting well animating lol hope every one is ok out there ,4
31836,"Gtalk, Yahoo messenger blocked  #iranelection (via @shahrzadmo)",4
31837,@stephenackroyd still understood it though ,4
31838,.@crafty184 Think you will be tweeting during your keynote? Bet front row hecklers will be! Need spread the love. ,4
31839,I have my eyes on the Nokia 5530.. it looks pretty ,4
31840,@thomasdofficial Die Waldorfschule rappt schon: http://bit.ly/12kHC1  ,4
31841,@batboysings isn't that a contradiction in terms...?  ,4
31842,@komplettie but a snickers beats both in certain circumstances ,4
31843,http://twitpic.com/7je3p - George &amp; I taking a break from HW for some breakfast! Yogurt n Banana ,4
31844,@argus27 thanks for the rt! you are really one of my best followers! Thumbs up!! ,4
31845,Work 8-5. Then ready for a little time with my my family. Probably will include some packing. ,4
31846,Goodnight !! ,4
31847,@ithalasakai Eu posso te ensinar ,4
31848,@tommcfly LOVED it. Made my night. You boys are brilliant. See you Friday ,4
31849,@klacustom Morning  have a great day!!!,4
31850,@shane_murphy Wispa's are properly awesome alright ,4
31851,"@DeanAye   Dean love, your birthday wasn't that bad was it? Haa, decided to make one of these and now i'm following you lol ",4
31852,@ShashiTharoor Cool Cool... it is an exercise of the soul... ,4
31853,http://twitpic.com/7je3c - me and my friends at the JB conceeeeert! ,4
31854,@WeareTHATfamily thanks...still foreign language but I'll get it.  And Crack killed Apple Jack. ,4
31855,@CelestialAxis Hope you didn't suffer any severe trauma...other than perhaps a bruised ego ,4
31856,@Dark_Oak thank you sir ,4
31857,@DotComDosh Very good! Thanks ,4
31858,i could here angels in between the thunder &quot;CLEAR&quot; then boom another bolt of lightening it was awesome to watch now the leaves are out  ,4
31859,Good morning my twitter stalkers. Ay am so tired today. Had an amazing nite and am happier than a fat kid at a candy store ,4
31860,@katdish  Hush it. ,4
31861,OK - swapped out their speaker. New guy has variable intonations! Now actually having live demo of the Pre ,4
31862,Happy father's day to all good dads  espesh mine &lt;3,4
31863,@JimAyson I'm just the guy caught in the crossfire. But if made to choose I'd go for the tapsilog. ,4
31864,@wtfjade thanks! go go go job hunting for you ,4
31865,Exhausted but loving this job! Looking towards vaca in July...who wants to road trip ATL with me? ,4
31866,@davewark profound. i like it ,4
31867,- a nice morning so far... Let's hope no rain on my parade ,4
31868,Ten Second Epic- Welcome To Wherever You Are.....Awesome Song         http://bit.ly/wL6Lz,4
31869,"@HughBriss I didn't, only because I don't know your voice. I don't want to water down the system. ",4
31870,Will be hitting the charity shops to find me some old school gear for Glasto ,4
31871,@AmberCharlotte Nice background lovely ,4
31872,"Phones going off now, media exam now  Yays",4
31873,The puppy that got accidentely flushed down the toilet is SOOO cute..I want one! ,4
31874,@MWJ1231 Hi Mary ,4
31875,Hey Kaiden you should so come my way!!!!!! ,4
31876,@AuthenticRust Good luck comrade! Remember the cyanide capsule in your teeth. ,4
31877,"@deon fitnah lebih kejam drpd fitnes. you dont hav to use old phone if you dont want. touch screen, please.. ",4
31878,@BLACKMARS im ok XO hey nice2 talk w/u hehehe  awww nice pic he looks so sweet hehehe as always -lol wht u gonna do 2day? i have2 clean*Â¬Â¬,4
31879,@UnitZeroOne any time ,4
31880,Feeling good today ,4
31881,dinnertime already!! ,4
31882,Morning Twitter World  hope every1 has a good day 2day!,4
31883,is finally catching up on the finals of the playoffs  lakers love ,4
31884,@ThePrettyFaces Awesome! Yay! ,4
31885,"@myinkyfingersAU absolutely, I feel like myself again... and they adored my haircolor and my curls ",4
31886,@thatdebswoman ROFLMAO @ Badman and Hepel blogs! ,4
31887,@speartoons One of your most creative moments ever... ,4
31888,"@DigitalSignals Willie Walsh is forgoing his July salary of Â£61,000. Surely paying himself that a year would help.  Rich people, eh ",4
31889,"Yay! It finally feels like summer, the garden is now all planted and looks great, I still need a patio or deck tho..and some patience too ",4
31890,"@Viennah Yep, agreed. Brother, on the other hand, have used extended ones for months and has had no problems. Just want to try it out. ",4
31891,Good Morning Twittas and Twittettes  - hope the day is off to a beautiful start for everyone!,4
31892,Good Morning! ,4
31893,"@migs_karlo yeah, but it's so hot - we're going to the beach later on ",4
31894,Yay! Managed to set up a private git repo on our server ,4
31895,"Listening to Black Eyed Peas - I Got A Feeling, most of their new songs have to grow on you, it's not bad though... quite catchy ",4
31896,@selenagomez Selenaaa!  want to talk or something? Haha.,4
31897,Out of bed. Out the door. Good morning world ,4
31898,@Joeymom OK-dokey. I'll try and get an address but obviously she's on and off PC these days ,4
31899,@greatest007 cool.  how u?,4
31900,Lunch time ,4
31901,http://twitpic.com/7je63 - Alice and me at the JB concert! ,4
31902,@andreear In curand va ajunge la toata lumea ,4
31903,has a new blogskin/edited her blog.  check it out! ,4
31904,@seikatsu I see that EMTS is still alive in EMTA ,4
31905,"Ahh, it's #chuckyoutuesday. Good idea. Let's spread the love for my wonderful brother around. ",4
31906,@vivgupta Hi Vivek. Nice to meet you. Hopefully I'll tweet something interesting! ,4
31907,I just got a twitter  like kind of manny  others have lol,4
31908,@meorung1912 Muon biet kq iphone hang ngay thi follow luon #squarespace ay ,4
31909,@spiritualtramp This is London. If you have an empty closet your rent it out as a room! ,4
31910,"i want to know what love is, i want you to show me. I want to feel what love is, i know you can show me. ",4
31911,@esrich Thanks for all the tips! ,4
31912,"Work time. I hope today she has a good day. Hell, I hope I do too, why not. ",4
31913,"@JesseMcCartney i'm watching it now,just saw u talking ",4
31914,@sanjanasharma NP... Hope you get paid though !! ,4
31915,"@RugbyDog Yes, I did get the reply. I didn't know there was one, either, but I thought I'd ask Give you something to do on the weekend. ",4
31916,"@kylepetty - Yeah, best not Twitter while on your bike.....  Not good.  We wanna keep you around for a while!  ",4
31917,"@_anneke yeah, that's okay  i've got to go at 8 too",4
31918,@lahenry96 Because everything here is difficult!  The webcam is in! very tiny!,4
31919,"@lizz_xx @christiemaine im gunna wear my purple foh tee aswell, black skinnys, black shoes, and black cardi. then lots of jewlery ",4
31920,I cant get over @OHMYDAYSitsHayz not realising Kevin looked at us til after Lol  xx,4
31921,At work. Last night was fun. Text mmee ,4
31922,g'day! got my mornin' coffee on my lips and twitter at my finger tips. ,4
31923,"@mthe71 Only 1,5 hours now... ",4
31924,just spent a few hours with a really nice friend ,4
31925,"i'm done with my research papers. now i'm going to get some sleep. so, bye! goodnight to all.! ",4
31926,my AXA WF Talents Brick A cap fund is doing good lately ,4
31927,@PartyPleaser You should make some videos of him mixing the dvd...it whould be a nice bonus in the dvd ,4
31928,Phew - I realised how much being able to access Twitter is part of my business routine when I could not access it..hope all is resolved ,4
31929,I just got back home from college and I have that Friday feeling... too bad it's only Tuesday!  x,4
31930,"@osch and happy birthday to you, sir! ",4
31931,@Welshbybirth Can you DM me your address? We have a present for you that should keep you going until you can get to Asda ,4
31932,@michikoy *pushes some sunshine your way* ,4
31933,"Saved By the Bell, watermelon, iTunes.  And that is my morning...",4
31934,two more to go! ,4
31935,HOME!  Met our REAL teacher in Sociology. He's fine. But I think I liked the sub more. :\,4
31936,VOTE FOT TEEN CHOICE AWARDS!!!!!!   www.bebo.com/OfficialZanessa check our blog to see what Zac and Vanessa are nominated for!  AND VOTE,4
31937,nothing ,4
31938,"On the way to the office, I saw a kid preparing a giant super-soaker ... must be a great day ",4
31939,"Aaah.  When you arrive 20 minutes earlier than everyone else in your office, you get to start your day with music. ",4
31940,"new Collective Soul single on iTunes, Staring Down. ",4
31941,@richardquest The tie looks much more vibrant in the video than in the photo...I like it! ,4
31942,Good news re job so fingers crossed! Just deciding what to wear then hittin beach. ,4
31943,Breakfast with my loveee ,4
31944,@thetelevixen well that's no good  I want to watch L&amp;O UK but have same problem. I want to see some Jamie Bamber!!,4
31945,Big shopping part II - TOMORROW! Yeah!  Esterka is working/Sylusia is baking a cake ,4
31946,lookin' type sexii today ,4
31947,I just scored 278 points with wii bowling! ,4
31948,@ryguy999 Good morning Ryan! ,4
31949,First day of work today! ,4
31950,@Emizzle4 morning? I don't have no morning lol.. I wake up at lunch time ,4
31951,@conceitedwombat Nice to know.  I'm sure I have more songs and lyrics for you to give me your views.  x,4
31952,"I'm in room, its a typical Tuesday night ",4
31953,@QPerth Long time no talk mate! been reading your adventurous posts on here. Looks like ur havin fun! I move in new place in 10 days woo ,4
31954,Breakfast time = happy time! ,4
31955,@mrgreavsie Actually I think that the joys come with a euro - sterling conversion. ,4
31956,Come faster July 14th ,4
31957,@Allotment_Man &quot;5 twitter credits&quot; on the fly escaping ,4
31958,ad: Convert your tweets into bling-bling  . Check out: http://be-a-magpie.com/ocq0u4,4
31959,gettin' ready for work... gotta finish an article tonight...can't wait for another article assignment! ,4
31960,My skin itches in time. Skin centre tml ,4
31961,@suburbanbird Sorry I couldn't make your par-tay...how was it? Good times? I hope your summer is off to a good start ,4
31962,@scoslow it's #trackle ...just don't want you to miss out! ,4
31963,"Busy day at the company here - got a lunchtime &quot;picnic&quot; to help set up/take down. I'm not in charge of it (thank GOD), I'm just a minion. ",4
31964,today i hang out with @annieplace   missed you &lt;3,4
31965,"@culturesclothes for sure, but when im just 10 ",4
31966,Drinking green tea with my bosom buddies @LeMarianne &amp; anj ,4
31967,Just woke up going to bush gardens soon ,4
31968,@gregoirelacoste Attention Greygoose tu Paco Rabannises... ,4
31969,has the best ladies in the whole world...couldnt ask for better friends ,4
31970,Oh how I love nevershoutnever! they are so awesome and inspiring.... I believe I'm obsessed with this band. ,4
31971,"@yoonseon - Ah, brilliant! Congrats. ",4
31972,@prekrati Cant wait ! Burton + Alice = It just have to be good ,4
31973,@ebonistephae We love you too! ,4
31974,@juhiroddam Hahaha! Still midway but LOVING it! The Simpsons are timeless... ,4
31975,@VibekeD Which tractor? &quot;Our&quot; as in yours? ,4
31976,is listening to Wu Tang and about to cook dinner. what a mad relaxing night m8 ,4
31977,I also agree that @melimelo1 needs a new iphone #squarespace ,4
31978,@darraghdoyle Who's his favourite soccer team? ,4
31979,is feeling good and it's a long time since I've said that! ,4
31980,@TheSpacegal Weights session - excellent idea!  ,4
31981,"@elainevyap Upload ka ng picture, fave! ",4
31982,@Sally_G I don't mean to be an idiot Sally. It just comes naturally for me ,4
31983,HIIIIIIIIIIII!!!!!  Back to Stuart today,4
31984,@gtvone  Oopsie!  I got drunk and post your handle in all the alt.sex.* newsgroups.  Sorry.  ,4
31985,"@aspieteach  heh, which is yet another reason why I wanna go to Japan... ",4
31986,early to work. early to leave. ,4
31987,@poppylafond lets make it happen... i live about 10 mins from Westfield! your gonna be my date on Thursday! ,4
31988,Morning Tweets. What's in ur box? nbox that is   Hopefully something good cuz I woke up today with NOTHING in mine.  Whose out there?? TTM,4
31989,Bram is back in Theee HOUSEEEEEEEEEE!!! Broodje DÃ¶nner was very nice  school was ok ;) sadly there's too less wind for kitesurfing....,4
31990,@buffywoo @maddness13 and I were talking videos we want to make when he gets back from Ohio land. This goes on the list. ,4
31991,Good morning twits. * ,4
31992,8 days until Sanmon Gossip! Thank you Shiina Ringo for continuing to rock! ,4
31993,great RDG tonight!!! Love love love!! ,4
31994,Relaxing ; Reading BRAVO mag. and Eating ,4
31995,http://twitpic.com/7je8z - the Andreas' Team wainting for the Jonas Brothers concert! ,4
31996,@Suzanne_McLeod I am of course buttering you up in order to ask for a comp copy  And {{hugs}} back.,4
31997,"@DMAKron Wow, you went the distance and became completely green.  you go boy!",4
31998,about to tear some sh*t up at cracker barrel  mmm...apple butter,4
31999,@drew_clark heyyyyyy there  http://myloc.me/41fT,4
32000,@liveeisavampire http://twitpic.com/7iq0a - nice girly ;) They look awesome!!!!!!!  You wanna do mine sometime??? ,4
32001,@TickleMeJoey I LOVE that song!  I'm gonna pick it up as soon as it comes to my country..I'm waiting! ),4
32002,@kjarrett our kids found http://www.chatzy.com/ a useful tool for illegal idea &quot;sharing&quot; during an online test ,4
32003,"damned if i do ya, damned if i dont ",4
32004,@tarynvonfabu hi to my fave fabu goddess ,4
32005,@sujatadhole So is the car still available ,4
32006,"@liamhatton Haha, woo  Yesss of course I doooooooooo! TYSON RITTERâ¥",4
32007,"@v2black ooh, which Belgian bands?  if it's french belgians you might need someone to translate... ahum... ;)",4
32008,Multitasking... doing paper/document shredding and babysitting...  at nkakapag twitter pa hehe...,4
32009,@DiaperDiaries um...me thinks you will have something cute and snuggly to take care of....much better option ,4
32010,@OrganGrinder_ settle and i are still on our ncis marathon. ,4
32011,@MGhoz http://twitpic.com/7iv6m - seriously  soo fun,4
32012,"Eating Haribo, and watching raw ",4
32013,"@hg47 bummer! never mind, can't have everything in life can we ",4
32014,@Shantasticlea Yay! You are on twitter now ,4
32015,http://simpletrouble.blogspot.com/ new post ! ,4
32016,@zdh178 failblog.org is hilarious. It's a good laugh ,4
32017,diz okaay I'm starting to like youuu  http://plurk.com/p/11ctdp,4
32018,Back in the Carolinas to refresh my legs ,4
32019,@JulieRasmussen Good Morning ,4
32020,@bromco would love to stop by and say HI ,4
32021,"@omfgzlacey do not fear, king of the spider looking crabs is here! ",4
32022,"@cpiercecs yea, and who knows - they may be the next to get a bailout  you know, how can we ask them to live on what they make ",4
32023,@shaunau I like her ,4
32024,heading to seattle ,4
32025,"@elyse yup! I also like that starbucks, but the chairs for the round tables are too low (or the tables are too high hahaha) ",4
32026,"OMGGGGGGGG, im finally on twitter tonight ",4
32027,Good Morning Good People .. BTW ... ,4
32028,@courtney_pink My number is the same!!  If you need it just send me a Email address!! And @jonasbrothers is AWESOME!! What yo fave song??,4
32029,"good morning out there. up early, leaving for vegas! ",4
32030,@rachhiieee your welcome.. ,4
32031,@paytonjsplace Saw you/Valarie/Bill twice but was eating or talking 2 my kids &amp; didnt get to say HI! Looked like u came late &amp; left early ,4
32032,@tonyarnold hahaha or is the fail between the keyboard and the chair? ,4
32033,Thanks @davescruggs @SteveGodbold @jeffhunsaker @mickey_gousset. That should keep me busy ,4
32034,@steffiebay i totally miss shopping there! everything is so expensive here but i bought 2 dresses+2 pair of shoes for just $100 ,4
32035,good morning ,4
32036,@mrmarquez Slacking off - ur doin it rite ,4
32037,Finally gor around to sorting out my emails. Now they are all nicely filed and easy to find ,4
32038,"@azmomofmanyhats Its in God's hands; if it doesn't pan out, there's a reason, so I'm not worried since I did my best ",4
32039,@zorythevirgin oh YOU didn't get the spelling right!!! I thought I did it. Haha what DO you spell correct?? ,4
32040,Watching GuitarTutee and BuckyKentucky08 on YouTube.  Guitarrr.,4
32041,"@kalebsoundsok yeah thankfully, this was the 3rd incident so let this be my last lesson ",4
32042,@danzodanzo i like it. it's the new you... TIIME FOR CHANGE I SAY! see you tomorrow! ,4
32043,"I have a million billion things to do today, but I think I'll go to south street instead ",4
32044,loves talking to others who loves corsets as much as I do ,4
32045,"@italylogue thanks, it cracked me up too when I first saw his experiment ",4
32046,"@socialmilestone bummer, if google would only give me some free programs to sell, drat on my finacial planss  ",4
32047,"i have to get out, the cleaner is here, im in my dad's place ",4
32048,at school haveing fun hahaha ,4
32049,"now I have a new toy: I bought the Samsung NC10  The only thing is that it comes with the French WinXP, I want English OS! Win7 maybe?",4
32050,@kreativemess thanks for following me   How are you today?,4
32051,I had a massive cleaning spree last night and now that its day and i can actually see it i am very impressed with myself ,4
32052,"@xDoozerx The theraflu I drank has honey and lemon and usually works well, and so far I'm feeling a little better. ",4
32053,"Morning everyone  thanks for all the bday love, 26 is most def off to a GREAT start!",4
32054,IM SORRY Y'ALL. esp.@segundemuren and @BankyW..i blame my dad for not lettin me get out much!!! soweee ,4
